GeneName_Symbol	log2FoldChange
Cep112	0.0408
Cep112os2	-0.001
Axin2	0.0139
Rgs9	-0.0125
Gm11696	0.0089
Gna13	0.1314
Amz2	-0.1014
Slc16a6	-0.0383
Arsg	-0.0163
Wipi1	0.088
Prkar1a	-0.1594
Fam20a	0.2757
Abca8b	0.0012
Abca8a	0.0189
Abca6	0.0085
Abca5	0.0031
Map2k6	0.0101
Kcnj16	-0.0704
BC006965	-0.0318
Sox9	0.1457
Gm11681	-0.1265
2610035D17Rik	0.0134
Slc39a11	0.0037
Cog1	0.0301
Fam104a	0.0131
D11Wsu47e	0.0041
Cpsf4l	-0.0091
Cdc42ep4	0.1296
Sdk2	-0.0045
Rpl38	-0.0428
Ttyh2	-0.0021
Dnaic2	-0.0053
Kif19a	0.0036
Btbd17	0.0164
Gprc5c	-0.0644
Cd300a	-0.0268
AF251705	-0.1125
Slc9a3r1	0.1025
Nat9	-0.1112
Tmem104	0.0497
Grin2c	0.2747
Fdxr	0.1129
Fads6	0.0268
Ush1g	-0.0131
Hid1	-0.0567
Cdr2l	-0.0165
Ict1	-0.1216
Ict1os	0.0055
Atp5h	-0.0525
Kctd2	0.0472
Armc7	-0.0099
Nt5c	-0.0506
Hn1	-0.1348
Sumo2	-0.0331
Nup85	0.0051
Gga3	0.0138
Mrps7	-0.0703
Mif4gd	0.0066
Slc25a19	-0.1714
Grb2	-0.0078
2310067B10Rik	0.0828
Caskin2	0.0436
Tsen54	-0.0467
Recql5	0.043
Smim5	-0.084
Smim6	-0.0079
Sap30bp	-0.0328
Sap30bpos	2e-04
Itgb4	-0.0162
Galk1	0.0133
H3f3b	-0.5754
Unk	0.0938
Unc13d	-0.0267
Wbp2	0.0077
Trim47	-0.1274
Trim65	0.0171
Mrpl38	-0.0471
Fbf1	0.0255
Acox1	-0.1243
Ten1	0.0139
Cdk3-ps	0.0127
Srp68	-0.0911
ENSMUSG00000118502	0.0065
Exoc7	0.0809
Foxj1	-0.072
Rnf157	0.0156
Rps11-ps2	0.0195
Ubald2	0.0446
Qrich2	-0.0062
Gm11739	0.0098
Prpsap1	-0.2589
Ube2o	0.0586
Rhbdf2	-0.0293
Cygb	-0.0111
Gm11744	0.0012
1810032O08Rik	-0.0136
St6galnac2	-2.4108
Mxra7	-0.0579
Jmjd6	-0.0113
Mettl23	-0.0165
Srsf2	0.1911
Mfsd11	-0.0128
Mgat5b	-0.0144
2810008D09Rik	-0.0466
Sec14l1	0.0556
Sept9	0.1658
Gm11734	0.0087
Tnrc6c	-0.0361
Tmc6	0.001
Syngr2	-0.0415
Tk1	0.0042
Afmid	0.0093
Tha1	0.0832
Socs3	3.7792
Pgs1	-0.0876
Dnah17	0.0136
Cyth1	0.0984
Gm24060	0.0103
Usp36	0.0112
Timp2	-0.0094
Lgals3bp	-0.3468
Cant1	-0.0442
C1qtnf1	-0.0063
Engase	0.0035
Rbfox3	-0.0156
Cbx2	0.0393
Cbx8	-0.005
Cbx4	0.0385
Tbc1d16	-0.0302
Ccdc40	-0.0258
Gaa	0.0266
Eif4a3	0.0689
Sgsh	0.0263
Slc26a11	0.0329
Rnf213	0.0297
A930037H05Rik	0.018
Endov	-0.0204
Nptx1	-0.0124
Rptor	-0.0381
Chmp6	-0.0612
Gm11767	-0.0014
Baiap2	-0.0435
Aatk	0.0338
Cep131	0.0126
Enthd2	0.0023
1810043H04Rik	-0.1148
Slc38a10	-0.0382
Gm11769	-3e-04
2810410L24Rik	0.1246
2900052L18Rik	0.049
Bahcc1	0.018
Gm11772	1e-04
Actg1	0.1465
0610009L18Rik	0.0068
Fscn2	-0.0042
2310003H01Rik	0.0282
Nploc4	-0.06
Pde6g	0.0013
Oxld1	0.0855
Ccdc137	-0.0664
Arl16	0.037
Hgs	-0.0775
Mrpl12	-0.0729
Slc25a10	0.1802
Fam195b	-0.0411
P4hb	0.154
Arhgdia	-0.1434
Alyref	0.0027
Anapc11	-0.1105
Pcyt2	-0.014
Sirt7	0.0367
Mafg	0.0665
Pycr1	0.0088
Notum	-0.0339
Notumos	-0.0105
Aspscr1	0.1048
Stra13	-0.0617
Lrrc45	-0.0219
Rac3	0.1242
Dcxr	0.0156
Cbr2	-0.015
Rfng	0.0641
Gps1	0.0455
Dus1l	0.0504
Fasn	0.029
Ccdc57	0.0069
Slc16a3	-0.0094
Csnk1d	0.0034
Gm28192	0.0019
Ogfod3	-0.0203
Hexdc	0.0088
BC017643	-0.011
Narf	-0.0094
Foxk2	0.0413
Wdr45b	0.0385
Rab40b	0.0092
Fn3krp	0.0532
Fn3k	-0.0124
Tbcd	-0.8002
B3gntl1	-0.0096
Metrnl	-0.0898
ENSMUSG00000114003	3e-04
2810429I04Rik	-0.0026
Gdi2	0.1491
ENSMUSG00000113894	0.0029
Fam208b	-0.0769
Asb13	0.0237
Net1	-0.0182
Akr1c14	-0.0858
Akr1c13	-0.0032
Akr1c19	0.0071
Akr1e1	-0.078
ENSMUSG00000113866	-0.0034
Klf6	-0.1188
Pitrm1	-0.05
Pfkp	0.0586
Adarb2	-0.0028
Wdr37	0.0198
ENSMUSG00000114094	0.0036
ENSMUSG00000113245	0.0227
Idi1	0.0315
Gtpbp4	0.0956
Larp4b	-9e-04
Dip2c	0.0109
ENSMUSG00000114138	0.0107
Zmynd11	-0.0715
Gm24187	0.0413
Mtr	-0.0151
ENSMUSG00000113036	-0.021
Heatr1	-0.0223
Lgals8	-0.0715
Ero1lb	-0.0247
Gpr137b-ps	0.005
Gm2423	0.0124
Gpr137b	0.0023
Nid1	-0.0186
Lyst	0.0423
ENSMUSG00000113310	0.0105
B3galnt2	-0.0134
Tbce	0.0547
Ggps1	-0.0473
Arid4b	0.0844
Mrpl32	0.0104
Psma2	-0.0346
AW209491	-0.0529
Gm6556	-0.0081
Gm26645	0.0048
Gli3	0.0743
ENSMUSG00000113191	0.0024
Inhba	-0.0148
Sugct	0.0332
Mplkip	0.0321
Cdk13	0.0249
ENSMUSG00000113432	0.0034
Rala	-0.1581
ENSMUSG00000113528	-0.0044
ENSMUSG00000113750	0.0311
ENSMUSG00000113688	0.0074
Yae1d1	-0.0246
Vdac3-ps1	0.0142
Vps41	-0.0248
Amph	0.0096
Stard3nl	-0.2036
Epdr1	-0.0027
Sfrp4	0.0218
Elmo1	-0.0532
Trim27	-0.0065
Zscan12	0.0175
Zkscan3	0.0758
Pgbd1	0.0054
Zscan26	0.0481
Nkapl	-0.0162
ENSMUSG00000114702	0.0109
Zkscan4	-0.0021
AK157302	-0.0153
Gm11273	-0.0255
Zfp389	-0.0145
Zkscan8	0.0075
Olfr1366	-0.004
Olfr1535	-0.0035
H2bc14	-1e-04
Hist1h4j	-0.0032
Hist1h4k	-0.0018
Hist1h2bn	-0.0274
Gm11274	-0.0609
Hist1h3i	0.0095
Hist1h2bp	2e-04
Hist1h4m	0.001
Hist1h4n	0.0057
Zfp184	0.0146
Hist1h4i	-0.0072
Hist1h2bj	-1e-04
Zfp322a	-0.0272
Abt1	-0.0299
C230035I16Rik	-0.0404
ENSMUSG00000113440	0.0148
Hist1h4h	-0.0491
Hist1h3g	0.0045
H2bc9	0.0044
Hist1h3f	0.0046
Hist1h1d	0.0057
Hist1h3e	0.0109
Hist1h2ae	0.0046
Hist1h2bg	0.0105
Hist1h2ad	0.0123
Hist1h3d	0.0058
Hist1h4d	0.0148
Hist1h2be	0.0043
Hist1h1e	0.0231
Hist1h2ac	0.0724
Hist1h2bc	-0.0442
Hist1h4c	0.0099
Hfe	0.0234
Hist1h1c	0.0285
Lrrc16a	-0.0281
Fam65b	0.0833
Gmnn	0.0074
BC005537	0.0035
Acot13	-0.0176
Tdp2	0.0279
D130043K22Rik	-0.0237
Aldh5a1	-0.0048
9330162012Rik	0.0064
Gpld1	-0.0463
Mrs2	-0.1266
Dcdc2a	-0.0603
Nrsn1	0.0062
ENSMUSG00000113061	-1e-04
2610307P16Rik	-0.0059
Sox4	-0.0495
A330102I10Rik	0.0011
Cdkal1	-0.0133
E2f3	0.0088
Mboat1	-0.0175
ENSMUSG00000113424	0.012
Uqcrfs1	-0.0235
Dusp22	0.0754
Exoc2	-0.0175
Foxq1	-0.0268
Foxf2	-0.0434
Foxc1	-0.0588
Gmds	4e-04
ENSMUSG00000113965	-0.0065
D930007J09Rik	0.1568
Wrnip1	0.0821
Serpinb1a	0.0203
Serpinb6b	-0.0134
Serpinb9	0.0183
Serpinb1b	0.0019
Serpinb6a	-0.0582
1110046J04Rik	-0.0144
Nqo2	0.0159
Ripk1	0.0163
Bphl	-0.1075
Tubb2a	0.0249
ENSMUSG00000113645	0.0078
Tubb2b	0.0189
ENSMUSG00000113883	-0.0157
Psmg4	-0.041
Slc22a23	-0.069
Pxdc1	-1.0597
ENSMUSG00000113170	0.0065
Prpf4b	-0.0493
Fam217a	-0.0068
Gm16984	-0.0094
Eci2	0.0555
Cdyl	-0.0583
Rpp40	0.0143
Ppp1r3g	0.1472
Lyrm4	-0.0278
ENSMUSG00000114251	-0.083
ENSMUSG00000114340	-0.0209
Fars2	0.012
ENSMUSG00000114617	0.0051
Nrn1	0.0093
F13a1	-0.0137
Ly86	-2.5727
Gm4035	0.0134
ENSMUSG00000114665	-7e-04
Rreb1	0.0396
Ssr1	0.0141
Cage1	0.0143
Riok1	-0.0274
Snrnp48	0.0262
Bmp6	0.0494
Txndc5	0.0867
ENSMUSG00000114638	-0.0105
Bloc1s5	0.0223
Eef1e1	0.0321
Slc35b3	0.0474
5033403F01Rik	0.0201
Gcnt2	-0.0229
A730081D07Rik	-0.0081
Pak1ip1	-0.0076
Tmem14c	0.0512
Mak	-0.0132
Elovl2	-0.0016
Smim13	0.0088
Nedd9	0.0246
ENSMUSG00000114552	-0.0067
Tmem170b	-0.0423
Gm10790	-0.0174
Gm28707	0.0108
Hivep1	0.0336
Edn1	-0.0254
Phactr1	0.0752
Gm15812	-3e-04
Tbc1d7	0.0653
Gfod1	-0.01
Sirt5	0.0734
Nol7	-0.0572
Ranbp9	-4e-04
Mcur1	-0.0965
Rnf182	0.1829
ENSMUSG00000114121	0.0023
Gm20751	0.0251
Cd83	-2.4475
ENSMUSG00000113780	-0.0032
Gm5083	0.0169
A330076C08Rik	7e-04
ENSMUSG00000113727	0.0027
Jarid2	0.0208
Dtnbp1	-0.1478
Mylip	-0.0154
Gmpr	-0.0306
Atxn1	-0.0303
5033430I15Rik	0.0124
Stmnd1	-0.0026
Rbm24	0.0065
Cap2	0.121
C78339	0.0825
Nup153	-0.0446
Kif13a	0.0161
Gm24620	0.0052
2010001K21Rik	-0.0182
Nhlrc1	0.0722
Tpmt	0.0352
Kdm1b	-0.0095
Dek	-0.4363
Rnf144b	-0.0284
G630093K05Rik	0.0014
4931429P17Rik	-0.0018
A330033J07Rik	0.0534
ENSMUSG00000114457	0.0072
ENSMUSG00000114860	0.0162
Id4	0.2495
A330048O09Rik	0.0125
Zfp169	0.0026
6720427I07Rik	0.026
RP24-270A10.5	0.0156
Ptpdc1	0.0021
Phf2	0.0038
Phf2os1	-0.0016
Fam120a	0.0789
Wnk2	0.0519
Ninj1	-0.0106
1110007C09Rik	0.0064
Susd3	-0.0416
Bicd2	0.0279
Ippk	-0.0164
Cenpp	0.0048
ENSMUSG00000113255	-0.0071
Ecm2	0.0113
Aspn	-0.0144
Ogn	-0.0103
Nol8	0.0087
Iars	0.0363
Fbxw17	0.032
Spin1	0.0146
Gm32834	-0.008
S1pr3	-1.6069
Shc3	0.0603
Cks2	-0.0087
Secisbp2	-0.0198
Sema4d	0.0606
Gadd45g	-0.002
Diras2	0.0172
Syk	-0.0237
Auh	0.1458
Nfil3	-0.0175
Sptlc1	0.0491
Msx2	-0.0021
Sfxn1	-0.0115
ENSMUSG00000112941	-2e-04
Cplx2	-0.0141
Thoc3	-0.0147
Gm2830	-0.0024
Simc1	-0.0093
4833439L19Rik	-0.1674
Arl10	-0.0137
Nop16	-0.0268
Higd2a	-0.0085
Cltb	-0.1132
Faf2	0.0037
Rnf44	0.0651
Gprin1	-6e-04
Sncb	-0.0258
Tspan17	-0.0196
Unc5a	-0.0087
Hk3	-0.0023
Uimc1	0.046
Zfp346	0.147
Nsd1	-0.0058
Rab24	-0.0349
Prelid1	0.0244
Lman2	-0.0909
Rgs14	-0.0053
Grk6	-0.038
Dbn1	0.0573
Pdlim7	-0.0738
Dok3	-0.0055
Ddx41	-0.0075
Fam193b	0.0546
Tmed9	0.127
B4galt7	0.1799
Caml	-0.0527
Ddx46	0.0753
B230219D22Rik	0.01
Txndc15	-0.0502
Pcbd2	-0.0466
Catsper3	0.0056
ENSMUSG00000114493	-0.0013
H2afy	-0.0108
Tifab	-0.0135
Neurog1	0.0152
Cxcl14	-0.0175
Fbxl21	0.0258
Tgfbi	-0.0103
Smad5	-0.1443
Trpc7	-0.0049
Spock1	-0.0077
Klhl3	-0.002
Hnrnpa0	-0.0102
ENSMUSG00000114309	0.009
Idnk	-0.0435
Ubqln1	-0.0127
Gkap1	-0.0043
Kif27	-0.0109
2210016F16Rik	0.0139
Hnrnpk	-0.0184
Rmi1	0.0418
Slc28a3	-9e-04
Ntrk2	-0.0511
ENSMUSG00000114448	0.0246
ENSMUSG00000114218	9e-04
ENSMUSG00000114393	-0.01
Agtpbp1	0.0038
Naa35	0.0122
Golm1	-0.719
Isca1	-0.0345
Etohd2	-0.0416
Zcchc6	0.0488
ENSMUSG00000114835	0.0019
ENSMUSG00000114354	-0.0063
Gas1	0.5224
ENSMUSG00000114433	0.0316
Gm5084	-0.0039
Dapk1	-0.0152
ENSMUSG00000114501	2e-04
ENSMUSG00000114277	0.0027
Ctla2a	-0.1568
ENSMUSG00000113626	0.0017
ENSMUSG00000113836	-0.0043
Gm6478	0.0155
Zfp808	0.0173
Gm3604	0.0129
Zfp935	-0.0028
Zfp934	-0.0012
Gm22615	9e-04
6720489N17Rik	0.0085
ENSMUSG00000114172	0.0144
Gm5665	0.0261
ENSMUSG00000113601	0.0304
Gm5141	0.0269
ENSMUSG00000113637	-9e-04
2010111I01Rik	-0.8023
ENSMUSG00000113853	0.0094
ENSMUSG00000113326	-0.0103
Fancc	-0.0748
Ptch1	0.003
ENSMUSG00000113459	0.0114
Ercc6l2	0.0139
Slc35d2	-0.0232
Zfp367	-0.0629
Habp4	-0.1404
Cdc14b	-0.0502
1810034E14Rik	-0.0049
Aaed1	-0.0211
ENSMUSG00000113816	-0.0171
Ctsl	0.0857
Cdk20	0.0063
Hiatl1	-0.0075
ENSMUSG00000110393	-0.0037
ENSMUSG00000113238	0.007
Zfp369	-0.0072
Uqcrb	-0.0589
Gm10767	0.0048
Mterf3	0.0756
Ptdss1	0.0486
4933433G19Rik	-0.0018
Zfp712	0.0092
ENSMUSG00000114516	0.011
Gm28557	4e-04
Rslcan18	0.0115
Zfp759	0.0108
Rsl1	0.0101
Zfp455	0.0118
ENSMUSG00000114771	0.0127
Zfp458	0.0134
Zfp457	-0.0185
ENSMUSG00000114863	0.0121
Zfp595	0.0041
Zfp953	0.0042
Zfp456	-0.0014
Zfp429	0.0078
Zfp874a	0.0124
Zfp874b	0.0188
Zfp58	0.0124
Zfp87	0.0378
Zfp748	0.0065
9430065F17Rik	0.0053
AA987161	-0.035
A530054K11Rik	0.0215
Zfp738	0.0224
Zfp65	0.0015
Zfp85os	-0.019
Zfp85	-0.0086
Zfp493	0.0156
Gm9625	0.014
Zfp273	-0.0199
Gm10037	9e-04
Mtrr	-0.1523
Fastkd3	0.2911
1700001L19Rik	-0.0399
Adcy2	0.0355
ENSMUSG00000113505	0.0079
ENSMUSG00000113121	0.008
Papd7	0.0812
Nsun2	0.004
Srd5a1	0.0107
Ube2ql1	0.0205
Med10	-0.0303
Ice1	0.0386
Adamts16	0.0362
Gm36529	0.0143
Ndufs6	-0.0272
Mrpl36	0.0104
Lpcat1	0.008
Clptm1l	0.0253
Slc6a19	-0.0072
Slc12a7	-0.0327
Nkd2	-0.0169
Brd9	0.0266
Gm15912	-0.0144
Tppp	-0.0271
Gm6263	-0.0183
Cep72	-0.0051
Exoc3	0.0849
Pdcd6	-0.0452
Sdha	-0.0055
Ccdc127	-0.2204
Zfp72	0.0014
Gm10116	-0.123
ENSMUSG00000112964	-0.0042
Zfp825	0.0188
ENSMUSG00000113019	0.0111
ENSMUSG00000113047	0.0065
Gm46430	0.0731
Erap1	-0.0088
Cast	-0.0331
Gm4149	-0.0202
Ell2	0.016
Glrx	-0.0248
Rhobtb3	-0.0026
Spata9	0.0177
Rfesd	-0.0349
Arsk	0.0258
Ttc37	-0.0047
Fam81b	-0.0132
Mctp1	0.0024
Ankrd32	-0.0421
2210408I21Rik	-0.022
Fam172a	0.008
Pou5f2	-0.0028
ENSMUSG00000114605	0.0108
ENSMUSG00000114622	-0.0067
ENSMUSG00000114401	0.0433
3110006O06Rik	-0.0113
Nr2f1	-0.013
A830082K12Rik	0.0154
ENSMUSG00000114639	-0.0265
Arrdc3	0.0068
1700023H06Rik	0.0098
Gm8399	0.0283
Gpr98	-0.0146
Lysmd3	-0.0092
Polr3g	0.0029
Mblac2	0.216
Gm17259	0.0074
Cetn3	-0.1852
Mef2c	-0.023
C130071C03Rik	0.0365
Gm26803	0.0339
RP23-88A13.4	-0.0051
ENSMUSG00000114687	0.0266
2810049E08Rik	0.0162
Gm17750	0.0844
A230107N01Rik	0.0121
Tmem161b	0.058
ENSMUSG00000114602	-0.0159
ENSMUSG00000114827	-0.0324
Gm4076	-0.0174
Ccnh	0.0088
Rasa1	0.0059
Cox7c	-0.0569
Gm22574	0.039
Edil3	0.0075
Hapln1	0.0744
Gm8546	0.0017
Vcan	0.022
Gm4117	0.0226
Xrcc4	0.0491
Tmem167	-0.1185
Atp6ap1l	-0.0021
Rps23	-0.0221
Atg10	0.0136
ENSMUSG00000114579	-0.0129
Ssbp2	0.1334
4833422C13Rik	9e-04
Acot12	0.0078
Zcchc9	0.0561
Msh3	0.0039
Dhfr	0.0032
Ankrd34b	0.0097
Fam151b	-0.0034
Zfyve16	-0.0593
Serinc5	-0.0367
Thbs4	0.0819
Mtx3	0.3631
Cmya5	-0.0219
Papd4	-0.0073
Homer1	0.0127
ENSMUSG00000113076	0.0224
Jmy	0.0133
Gm6109	0.0033
ENSMUSG00000113647	0.0029
Arsb	-0.013
Lhfpl2	0.0108
Scamp1	-0.0531
Gm9776	0.0551
Ap3b1	-0.1146
ENSMUSG00000113598	0
Tbca	-0.0436
Wdr41	-0.0164
ENSMUSG00000114014	-0.0034
Pde8b	0.0849
Gm16243	0.0113
Zbed3	-0.0868
Aggf1	-0.0636
F2r	0.0065
Iqgap2	-0.0047
ENSMUSG00000114133	0.0021
Poc5	-0.0046
Polk	-0.02
Col4a3bp	-0.231
Hmgcr	-0.0097
Gcnt4	-0.0139
Fam169a	0.0069
Nsa2	-0.1794
Gfm2	0.0039
Hexb	-1.0357
Enc1	-0.0148
Gm5086	-0.011
Arhgef28	0.0019
Utp15	0.022
Ankra2	-0.242
Btf3	0.0457
Gm9828	-0.0011
Foxd1	-0.007
Gm2445	0.0258
ENSMUSG00000114733	-0.018
Fcho2	-0.0093
ENSMUSG00000114598	0
Tnpo1	0.0287
Gm807	-0.0197
Zfp366	-0.0159
Ptcd2	-0.0151
Mrps27	-0.0255
6430562O15Rik	-0.0088
Map1b	-0.1171
Mccc2	0.0718
Bdp1	-0.0319
Serf1	0.0051
Smn1	-0.0506
Naip5	-0.0082
Gtf2h2	-0.0553
Ocln	-1.5721
Marveld2	0.0073
Rad17	-0.0098
Ak6	-0.0853
Taf9	0.0024
Ccdc125	-0.0306
Cdk7	0.0078
Mrps36	-0.0125
Slc30a5	3e-04
ENSMUSG00000114759	-0.0015
Pik3r1	0.4438
Cd180	-0.0122
Mast4	0.015
Gm5454	0.0152
Srek1	0.0318
Erbb2ip	-0.0051
Nln	0.0254
Sgtb	0.0067
Trappc13	-0.0889
Shld3	0.0125
Trim23	0.0432
Ppwd1	0.0392
Cenpk	0.012
Adamts6	0.0022
Cwc27	0.0029
Srek1ip1	-0.0586
Rgs7bp	-0.042
Rnf180	-0.0578
Ipo11	0.03
ENSMUSG00000118423	-0.0044
Dimt1	-0.0934
Kif2a	0.0339
3830408C21Rik	0.0149
Apoo-ps	0.0214
AI197445	0.0123
Zswim6	0.0387
Ndufaf2	-0.0497
Smim15	0.0147
Ercc8	0.013
Elovl7	-0.0935
Pde4d	0.0094
Plk2	-0.0495
Gpbp1	-0.1492
Gm10736	-0.0318
Mier3	-0.006
Map3k1	-0.0588
Gm15327	-0.013
Il6st	-0.0693
ENSMUSG00000114547	0.0101
Ddx4	0.0223
Slc38a9	0.4193
Ppap2a	-0.1231
Skiv2l2	-0.11
Dhx29	-0.0333
Gpx8	-0.1049
BC067074	4e-04
Snx18	0.0271
Arl15	-0.6417
A430090L17Rik	0.007
Ndufs4	0.0128
Mocs2	0.0436
Itga2	0.0018
Itga1	-0.0134
Pelo	0.0357
ENSMUSG00000114255	0.0108
Parp8	0.0293
Emb	-0.0394
ENSMUSG00000114540	0.007
Mrps30	-0.072
Nnt	0.0336
Paip1	-0.0026
4833420G17Rik	0.0474
Gm9752	0.0274
3110070M22Rik	-0.0228
Gm7120	0.0032
Hmgcs1	0.0547
Nim1k	-0.0331
ENSMUSG00000114369	-0.0014
Zfp131	0.0198
ENSMUSG00000110250	0.001
Rab10os	-0.023
Rab10	-0.0362
Kif3c	0.0045
1110002L01Rik	0.0108
Asxl2	-0.0016
ENSMUSG00000118499	-0.0132
Dtnb	0.0048
Dnmt3a	-0.0168
Pomc	-0.0927
Efr3b	-0.0749
ENSMUSG00000112517	-0.0028
Dnajc27	0.0041
Adcy3	0.0077
Cenpo	0.0145
Ptrhd1	-0.1051
Ncoa1	-0.0029
ENSMUSG00000111938	-0.0093
Gm31938	0.0058
ENSMUSG00000118449	0.0173
Itsn2	-0.013
ENSMUSG00000111971	0.0027
Fam228a	0.0542
Fam228b	0.0167
Pfn4	0.015
Gm6682	0.0203
Sf3b6	0.0117
Fkbp1b	0.001
BC068281	-0.006
Mfsd2b	0.0033
Ubxn2a	-0.0761
Atad2b	-0.0084
Klhl29	0.0173
2810032G03Rik	0.0144
ENSMUSG00000112454	0.0028
Gm9144	-0.0047
1110057K04Rik	-0.0534
Hs1bp3	0.0386
Rhob	0.1378
Pum2	-0.0059
Sdc1	-0.0145
ENSMUSG00000112891	0.0175
Laptm4a	0.303
Wdr35	-0.0352
Ttc32	0.0101
Osr1	-0.0099
ENSMUSG00000111942	2e-04
Nt5c1b	-0.0078
Rdh14	0.1607
Pgk1-rs7	-0.0037
Kcns3	0.0083
Gen1	0.0098
Smc6	-0.0915
Vsnl1	-0.0564
Fam49a	0.0048
Mycn	-0.016
Ddx1	-0.0299
Nbas	-0.0417
ENSMUSG00000113188	-0.0014
ENSMUSG00000113167	0.0075
Fam84a	-1e-04
Gm4804	-0.0082
Trib2	-0.0604
Gm5432	0.0044
ENSMUSG00000113586	0.0082
ENSMUSG00000113892	0.0054
Lpin1	0.0651
Ntsr2	-0.0276
Greb1	0.0107
E2f6	0.0086
Rock2	-0.0293
Pqlc3	-0.0153
2410004P03Rik	-0.0213
Pdia6	-0.0554
Nol10	-0.0017
Odc1	-0.0243
Gm22748	0.0037
Hpcal1	-0.122
ENSMUSG00000113294	0.0163
ENSMUSG00000113642	0.0136
ENSMUSG00000114025	2.1008
ENSMUSG00000113536	0.0268
Gm10480	-0.0282
ENSMUSG00000116883	0.0196
ENSMUSG00000116635	0.0048
3110053B16Rik	0.0032
Zfp125	0.022
Gm10478	1e-04
Asap2	0.0793
ENSMUSG00000116627	0.0178
Itgb1bp1	-0.0551
Gm20535	-0.001
Cpsf3	0.0207
Gm25821	0.0047
Iah1	-0.0457
Adam17	-0.0063
ENSMUSG00000116819	-0.0085
Ywhaq	-0.1406
Gm4419	0.0202
ENSMUSG00000109975	-0.0057
Taf1b	0.0034
Grhl1	0.0023
Gm6969	-0.0211
Klf11	-0.0118
Cys1	-0.0102
Rrm2	0.0193
ENSMUSG00000113621	0.0026
Mboat2	-0.0283
ENSMUSG00000113774	0.0135
Kidins220	-0.0617
Id2	0.2731
ENSMUSG00000113669	0.0085
Rnf144a	0.0148
4930549C15Rik	0.0117
Mir6538	-0.0084
Rsad2	-0.0099
Cmpk2	-0.0387
Sox11	0.0209
Rps7	-0.0351
Rnaseh1	0.0659
Adi1	0.1827
Trappc12	0.0359
Tssc1	-0.0835
Myt1l	-0.0095
Pxdn	0.0442
Sntg2	-0.013
Tmem18	-0.0365
Acp1	-0.1465
Sh3yl1	-0.0103
ENSMUSG00000112546	-0.0195
Lamb1	-0.0126
Dld	0.1202
Slc26a3	-0.0092
Cbll1	0.0027
Bcap29	0.0379
Dus4l	0.0234
Cog5	-0.0549
Gpr22	-0.0033
Hbp1	-0.0143
Prkar2b	-0.0124
Pik3cg	-0.0071
Ccdc71l	-0.0137
Nampt	-0.1962
4933406C10Rik	0.0121
Sypl	0.0308
Cdhr3	-0.0223
F730043M19Rik	0.043
Gm16267	0.0097
Atxn7l1	-0.0227
Efcab10	-0.0214
Twistnb	0.0759
Hdac9	-0.0247
Snx13	-0.0484
Tspan13	-1.8602
Bzw2	-0.0011
Ankmy2	-0.0801
Sostdc1	-0.0122
D630036H23Rik	0.0144
Ispd	-0.0089
Agmo	0.0609
Dgkb	0.0172
ENSMUSG00000113941	-0.0107
Etv1	-0.0052
Arl4a	-1.1155
Gm17056	0.0126
Ifrd1	0.0043
Gm17024	0.0233
Gm7008	0.006
Zfp277	0.067
Dock4	-0.0113
Immp2l	-0.0335
Lrrn3	-0.0722
Dnajb9	0.0478
ENSMUSG00000112547	0.0029
Pnpla8	0.0084
ENSMUSG00000112795	-0.0015
Nrcam	-0.0157
ENSMUSG00000112056	-0.0065
ENSMUSG00000112448	-0.0073
Stxbp6	0.0201
Gm33680	0.0091
Nova1	0.0284
ENSMUSG00000112358	0.0066
Gm34304	0.0181
Foxg1	0.3024
3110039M20Rik	-6e-04
3110039M20Rik	0.0313
Prkd1	0.0908
G2e3	0.0089
Scfd1	-0.0041
Strn3	0.0345
Ap4s1	-0.0603
Hectd1	-0.0534
Heatr5a	-0.0135
Dtd2	0.0208
Nubpl	0.0077
ENSMUSG00000112139	0.0039
Arhgap5	0.0189
Akap6	-0.0704
Npas3	0.362
Egln3	-0.006
Sptssa	-0.0507
Eapp	-0.0943
Snx6	-0.0586
Cfl2	0.0938
ENSMUSG00000113209	0.0142
Baz1a	-0.0531
2700097O09Rik	0.0172
ENSMUSG00000113467	0.0168
ENSMUSG00000113137	0.0066
Srp54a	-0.0079
Srp54b	-0.0273
ENSMUSG00000112368	0.0015
Ppp2r3c	-0.0712
1110008L16Rik	0.0586
Psma6	0.0258
Nfkbia	-0.13
ENSMUSG00000112348	-0.019
Ralgapa1	0.0031
Gm9812	-1e-04
Brms1l	-0.107
Mbip	-0.023
Slc25a21	-1e-04
Prps1l3	-0.0207
Mipol1	0.055
Clec14a	-0.0225
Gm17529	0.008
Sec23a	0.043
Gemin2	-0.0744
Trappc6b	0.0107
Pnn	0.0585
Ctage5	0.0076
Fbxo33	0.058
Gm6395	-0.002
Gm527	0.0076
Klhl28	0.0113
Fam179b	0.067
Prpf39	0.0268
Fkbp3	-0.103
Fancm	0.0154
ENSMUSG00000113288	0.0037
Mdga2	0.0448
ENSMUSG00000113698	-0.0211
ENSMUSG00000113600	0.0072
Rps29	-0.054
Rpl36al	0.0301
Mgat2	-0.0609
Dnaaf2	-0.0121
9330151L19Rik	0.0188
Pole2	-0.0024
Klhdc1	-0.0069
Klhdc2	0.054
Nemf	-0.0582
Gm9887	0.0033
Arf6	-0.0912
Vcpkmt	0.0453
Sos2	-0.003
L2hgdh	0.0096
Atp5s	-0.0483
4930512B01Rik	0.0035
